date,store_id,daily_sales,promotion_active,store_size,city_population,is_weekend,day_of_week,month,quarter,days_since_start
2023-06-08,store_002,9417.21,0,medium,200000,0,3,6,2,888
2023-06-09,store_002,10066.86,0,medium,200000,0,4,6,2,889
2023-06-10,store_002,11610.63,0,medium,200000,1,5,6,2,890
2023-06-11,store_002,11156.69,0,medium,200000,1,6,6,2,891
2023-06-12,store_002,7016.31,0,medium,200000,0,0,6,2,892
2023-06-13,store_002,8764.79,0,medium,200000,0,1,6,2,893
2023-06-14,store_002,8798.81,0,medium,200000,0,2,6,2,894
2023-06-15,store_002,9288.51,0,medium,200000,0,3,6,2,895
2023-06-16,store_002,8106.17,0,medium,200000,0,4,6,2,896
2023-06-17,store_002,10839.58,0,medium,200000,1,5,6,2,897
2023-06-18,store_002,9649.46,0,medium,200000,1,6,6,2,898
2023-06-19,store_002,6708.21,0,medium,200000,0,0,6,2,899
2023-06-20,store_002,7730.03,0,medium,200000,0,1,6,2,900
2023-06-21,store_002,7321.05,0,medium,200000,0,2,6,2,901
2023-06-22,store_002,8967.6,0,medium,200000,0,3,6,2,902
2023-06-23,store_002,8216.63,0,medium,200000,0,4,6,2,903
2023-06-24,store_002,10646.26,0,medium,200000,1,5,6,2,904
2023-06-25,store_002,10131.54,0,medium,200000,1,6,6,2,905
2023-06-26,store_002,5842.43,0,medium,200000,0,0,6,2,906
2023-06-27,store_002,9921.75,0,medium,200000,0,1,6,2,907
2023-06-28,store_002,7747.99,0,medium,200000,0,2,6,2,908
2023-06-29,store_002,8241.88,0,medium,200000,0,3,6,2,909
2023-06-30,store_002,7334.47,0,medium,200000,0,4,6,2,910
2021-01-01,store_003,3643.16,0,small,80000,0,4,1,1,0
2021-01-02,store_003,4051.08,0,small,80000,1,5,1,1,1
2021-01-03,store_003,3672.49,0,small,80000,1,6,1,1,2
2021-01-04,store_003,3213.05,0,small,80000,0,0,1,1,3
2021-01-05,store_003,3915.16,0,small,80000,0,1,1,1,4
2021-01-06,store_003,3336.53,0,small,80000,0,2,1,1,5
2021-01-07,store_003,3308.52,0,small,80000,0,3,1,1,6
2021-01-08,store_003,3060.6,0,small,80000,0,4,1,1,7
2021-01-09,store_003,3295.09,0,small,80000,1,5,1,1,8
2021-01-10,store_003,4011.17,0,small,80000,1,6,1,1,9
2021-01-11,store_003,3517.33,0,small,80000,0,0,1,1,10
2021-01-12,store_003,3791.71,0,small,80000,0,1,1,1,11
2021-01-13,store_003,2655.58,0,small,80000,0,2,1,1,12
2021-01-14,store_003,3049.3,0,small,80000,0,3,1,1,13
2021-01-15,store_003,3245.89,0,small,80000,0,4,1,1,14
2021-01-16,store_003,4146.15,0,small,80000,1,5,1,1,15
2021-01-17,store_003,4099.83,0,small,80000,1,6,1,1,16
2021-01-18,store_003,3435.13,0,small,80000,0,0,1,1,17
2021-01-19,store_003,3630.61,0,small,80000,0,1,1,1,18
2021-01-20,store_003,3183.13,0,small,80000,0,2,1,1,19
2021-01-21,store_003,3838.24,0,small,80000,0,3,1,1,20
2021-01-22,store_003,3674.23,0,small,80000,0,4,1,1,21
2021-01-23,store_003,4103.99,0,small,80000,1,5,1,1,22
2021-01-24,store_003,4934.39,0,small,80000,1,6,1,1,23
2021-01-25,store_003,4109.73,0,small,80000,0,0,1,1,24
2021-01-26,store_003,3900.92,0,small,80000,0,1,1,1,25
2021-01-27,store_003,2499.37,0,small,80000,0,2,1,1,26
2021-01-28,store_003,4159.29,0,small,80000,0,3,1,1,27
2021-01-29,store_003,3890.79,0,small,80000,0,4,1,1,28
2021-01-30,store_003,5210.79,0,small,80000,1,5,1,1,29
2021-01-31,store_003,4893.88,0,small,80000,1,6,1,1,30
2021-02-01,store_003,4216.5,0,small,80000,0,0,2,1,31
2021-02-02,store_003,3975.5,0,small,80000,0,1,2,1,32
2021-02-03,store_003,4161.8,0,small,80000,0,2,2,1,33
2021-02-04,store_003,4413.97,0,small,80000,0,3,2,1,34
2021-02-05,store_003,3773.09,0,small,80000,0,4,2,1,35
2021-02-06,store_003,3748.22,0,small,80000,1,5,2,1,36
2021-02-07,store_003,4326.08,0,small,80000,1,6,2,1,37
2021-02-08,store_003,3878.27,0,small,80000,0,0,2,1,38
2021-02-09,store_003,3774.14,0,small,80000,0,1,2,1,39
2021-02-10,store_003,3290.9,0,small,80000,0,2,2,1,40
2021-02-11,store_003,3157.67,0,small,80000,0,3,2,1,41
2021-02-12,store_003,3506.05,0,small,80000,0,4,2,1,42
2021-02-13,store_003,4928.84,0,small,80000,1,5,2,1,43
2021-02-14,store_003,5300.29,0,small,80000,1,6,2,1,44
2021-02-15,store_003,4178.82,0,small,80000,0,0,2,1,45
2021-02-16,store_003,4248.09,0,small,80000,0,1,2,1,46
2021-02-17,store_003,3824.61,0,small,80000,0,2,2,1,47
2021-02-18,store_003,3195.61,0,small,80000,0,3,2,1,48
2021-02-19,store_003,3706.99,0,small,80000,0,4,2,1,49
2021-02-20,store_003,4556.4,0,small,80000,1,5,2,1,50
2021-02-21,store_003,4461.04,0,small,80000,1,6,2,1,51
2021-02-22,store_003,3947.6,0,small,80000,0,0,2,1,52
2021-02-23,store_003,4114.25,0,small,80000,0,1,2,1,53
2021-02-24,store_003,4291.85,0,small,80000,0,2,2,1,54
2021-02-25,store_003,3858.38,0,small,80000,0,3,2,1,55
2021-02-26,store_003,3224.74,0,small,80000,0,4,2,1,56
2021-02-27,store_003,4565.11,0,small,80000,1,5,2,1,57
2021-02-28,store_003,4834.91,0,small,80000,1,6,2,1,58
2021-03-01,store_003,4518.13,0,small,80000,0,0,3,1,59
2021-03-02,store_003,3810.73,0,small,80000,0,1,3,1,60
2021-03-03,store_003,4262.23,0,small,80000,0,2,3,1,61
2021-03-04,store_003,4186.74,0,small,80000,0,3,3,1,62
2021-03-05,store_003,4100.91,0,small,80000,0,4,3,1,63
2021-03-06,store_003,5374.21,0,small,80000,1,5,3,1,64
2021-03-07,store_003,4607.74,0,small,80000,1,6,3,1,65
2021-03-08,store_003,3888.4,0,small,80000,0,0,3,1,66
2021-03-09,store_003,4134.98,0,small,80000,0,1,3,1,67
2021-03-10,store_003,3888.15,0,small,80000,0,2,3,1,68
2021-03-11,store_003,4379.95,0,small,80000,0,3,3,1,69
2021-03-12,store_003,3884.02,0,small,80000,0,4,3,1,70
2021-03-13,store_003,5149.58,0,small,80000,1,5,3,1,71
2021-03-14,store_003,5001.82,0,small,80000,1,6,3,1,72
2021-03-15,store_003,7340.81,1,small,80000,0,0,3,1,73
2021-03-16,store_003,7556.94,1,small,80000,0,1,3,1,74
2021-03-17,store_003,7736.38,1,small,80000,0,2,3,1,75
2021-03-18,store_003,7573.19,1,small,80000,0,3,3,1,76
2021-03-19,store_003,6467.86,1,small,80000,0,4,3,1,77
2021-03-20,store_003,8409.44,1,small,80000,1,5,3,1,78
2021-03-21,store_003,8818.05,1,small,80000,1,6,3,1,79
2021-03-22,store_003,7461.27,1,small,80000,0,0,3,1,80
2021-03-23,store_003,8625.68,1,small,80000,0,1,3,1,81
2021-03-24,store_003,7502.4,1,small,80000,0,2,3,1,82
2021-03-25,store_003,9012.45,1,small,80000,0,3,3,1,83
2021-03-26,store_003,7233.76,1,small,80000,0,4,3,1,84
2021-03-27,store_003,8613.69,1,small,80000,1,5,3,1,85
2021-03-28,store_003,8013.01,1,small,80000,1,6,3,1,86
2021-03-29,store_003,6828.51,1,small,80000,0,0,3,1,87
2021-03-30,store_003,7913.11,1,small,80000,0,1,3,1,88
2021-03-31,store_003,8898.6,1,small,80000,0,2,3,1,89
2021-04-01,store_003,5026.41,0,small,80000,0,3,4,2,90
2021-04-02,store_003,4336.61,0,small,80000,0,4,4,2,91
2021-04-03,store_003,5030.98,0,small,80000,1,5,4,2,92
2021-04-04,store_003,4918.87,0,small,80000,1,6,4,2,93
2021-04-05,store_003,4810.61,0,small,80000,0,0,4,2,94
2021-04-06,store_003,4418.47,0,small,80000,0,1,4,2,95
2021-04-07,store_003,4347.76,0,small,80000,0,2,4,2,96
2021-04-08,store_003,4165.23,0,small,80000,0,3,4,2,97
2021-04-09,store_003,4195.76,0,small,80000,0,4,4,2,98
2021-04-10,store_003,5643.33,0,small,80000,1,5,4,2,99
2021-04-11,store_003,4760.63,0,small,80000,1,6,4,2,100
2021-04-12,store_003,5034.67,0,small,80000,0,0,4,2,101
2021-04-13,store_003,4344.93,0,small,80000,0,1,4,2,102
2021-04-14,store_003,4531.81,0,small,80000,0,2,4,2,103
2021-04-15,store_003,3994.68,0,small,80000,0,3,4,2,104
2021-04-16,store_003,4615.84,0,small,80000,0,4,4,2,105
2021-04-17,store_003,5375.63,0,small,80000,1,5,4,2,106
2021-04-18,store_003,5542.25,0,small,80000,1,6,4,2,107
2021-04-19,store_003,5336.23,0,small,80000,0,0,4,2,108
2021-04-20,store_003,4744.15,0,small,80000,0,1,4,2,109
2021-04-21,store_003,4299.65,0,small,80000,0,2,4,2,110
2021-04-22,store_003,4347.23,0,small,80000,0,3,4,2,111
2021-04-23,store_003,4968.34,0,small,80000,0,4,4,2,112
2021-04-24,store_003,6370.04,0,small,80000,1,5,4,2,113
2021-04-25,store_003,5807.6,0,small,80000,1,6,4,2,114
2021-04-26,store_003,5040.29,0,small,80000,0,0,4,2,115
2021-04-27,store_003,5011.93,0,small,80000,0,1,4,2,116
2021-04-28,store_003,5403.57,0,small,80000,0,2,4,2,117
2021-04-29,store_003,3815.92,0,small,80000,0,3,4,2,118
2021-04-30,store_003,5064.58,0,small,80000,0,4,4,2,119
2021-05-01,store_003,6267.8,0,small,80000,1,5,5,2,120
2021-05-02,store_003,4950.15,0,small,80000,1,6,5,2,121
2021-05-03,store_003,4347.41,0,small,80000,0,0,5,2,122
2021-05-04,store_003,4370.4,0,small,80000,0,1,5,2,123
2021-05-05,store_003,4434.91,0,small,80000,0,2,5,2,124
2021-05-06,store_003,4559.29,0,small,80000,0,3,5,2,125
2021-05-07,store_003,4912.69,0,small,80000,0,4,5,2,126
2021-05-08,store_003,6261.76,0,small,80000,1,5,5,2,127
2021-05-09,store_003,6393.82,0,small,80000,1,6,5,2,128
2021-05-10,store_003,4410.57,0,small,80000,0,0,5,2,129
2021-05-11,store_003,4412.22,0,small,80000,0,1,5,2,130
2021-05-12,store_003,5459.31,0,small,80000,0,2,5,2,131
2021-05-13,store_003,5141.79,0,small,80000,0,3,5,2,132
2021-05-14,store_003,4874.24,0,small,80000,0,4,5,2,133
2021-05-15,store_003,6081.27,0,small,80000,1,5,5,2,134
2021-05-16,store_003,5794.23,0,small,80000,1,6,5,2,135
2021-05-17,store_003,5101.27,0,small,80000,0,0,5,2,136
2021-05-18,store_003,4687.8,0,small,80000,0,1,5,2,137
2021-05-19,store_003,4984.88,0,small,80000,0,2,5,2,138
2021-05-20,store_003,4123.95,0,small,80000,0,3,5,2,139
2021-05-21,store_003,4526.52,0,small,80000,0,4,5,2,140
2021-05-22,store_003,5441.33,0,small,80000,1,5,5,2,141
2021-05-23,store_003,5620.99,0,small,80000,1,6,5,2,142
2021-05-24,store_003,4417.65,0,small,80000,0,0,5,2,143
2021-05-25,store_003,4611.03,0,small,80000,0,1,5,2,144
2021-05-26,store_003,4134.88,0,small,80000,0,2,5,2,145
2021-05-27,store_003,5141.98,0,small,80000,0,3,5,2,146
2021-05-28,store_003,4835.72,0,small,80000,0,4,5,2,147
2021-05-29,store_003,4854.6,0,small,80000,1,5,5,2,148
2021-05-30,store_003,5365.05,0,small,80000,1,6,5,2,149
2021-05-31,store_003,5043.06,0,small,80000,0,0,5,2,150
2021-06-01,store_003,4614.36,0,small,80000,0,1,6,2,151
2021-06-02,store_003,4539.48,0,small,80000,0,2,6,2,152
2021-06-03,store_003,4843.16,0,small,80000,0,3,6,2,153
2021-06-04,store_003,5046.97,0,small,80000,0,4,6,2,154
2021-06-05,store_003,5013.67,0,small,80000,1,5,6,2,155
2021-06-06,store_003,6175.77,0,small,80000,1,6,6,2,156
2021-06-07,store_003,4486.84,0,small,80000,0,0,6,2,157
2021-06-08,store_003,4867.21,0,small,80000,0,1,6,2,158
2021-06-09,store_003,4857.24,0,small,80000,0,2,6,2,159
2021-06-10,store_003,4616.0,0,small,80000,0,3,6,2,160
2021-06-11,store_003,4372.3,0,small,80000,0,4,6,2,161
2021-06-12,store_003,5675.6,0,small,80000,1,5,6,2,162
2021-06-13,store_003,6788.77,0,small,80000,1,6,6,2,163
2021-06-14,store_003,4201.46,0,small,80000,0,0,6,2,164
2021-06-15,store_003,5683.49,0,small,80000,0,1,6,2,165
2021-06-16,store_003,4731.61,0,small,80000,0,2,6,2,166
2021-06-17,store_003,4871.62,0,small,80000,0,3,6,2,167
2021-06-18,store_003,4323.74,0,small,80000,0,4,6,2,168
2021-06-19,store_003,5367.91,0,small,80000,1,5,6,2,169
2021-06-20,store_003,5519.41,0,small,80000,1,6,6,2,170
2021-06-21,store_003,4332.83,0,small,80000,0,0,6,2,171
2021-06-22,store_003,4733.35,0,small,80000,0,1,6,2,172
2021-06-23,store_003,4633.07,0,small,80000,0,2,6,2,173
2021-06-24,store_003,5717.66,0,small,80000,0,3,6,2,174
2021-06-25,store_003,4257.62,0,small,80000,0,4,6,2,175
2021-06-26,store_003,5836.36,0,small,80000,1,5,6,2,176
2021-06-27,store_003,5913.34,0,small,80000,1,6,6,2,177
2021-06-28,store_003,4288.74,0,small,80000,0,0,6,2,178
2021-06-29,store_003,5126.22,0,small,80000,0,1,6,2,179
2021-06-30,store_003,4599.71,0,small,80000,0,2,6,2,180
2021-07-01,store_003,7908.51,1,small,80000,0,3,7,3,181
2021-07-02,store_003,7220.64,1,small,80000,0,4,7,3,182
2021-07-03,store_003,10326.79,1,small,80000,1,5,7,3,183
2021-07-04,store_003,12122.37,1,small,80000,1,6,7,3,184
2021-07-05,store_003,8909.21,1,small,80000,0,0,7,3,185
2021-07-06,store_003,10017.63,1,small,80000,0,1,7,3,186
2021-07-07,store_003,9047.28,1,small,80000,0,2,7,3,187
2021-07-08,store_003,9201.0,1,small,80000,0,3,7,3,188
2021-07-09,store_003,8064.36,1,small,80000,0,4,7,3,189
2021-07-10,store_003,9170.68,1,small,80000,1,5,7,3,190
2021-07-11,store_003,10506.05,1,small,80000,1,6,7,3,191
2021-07-12,store_003,6168.35,1,small,80000,0,0,7,3,192
2021-07-13,store_003,8328.77,1,small,80000,0,1,7,3,193
2021-07-14,store_003,8417.16,1,small,80000,0,2,7,3,194
2021-07-15,store_003,7814.13,1,small,80000,0,3,7,3,195
2021-07-16,store_003,4947.95,0,small,80000,0,4,7,3,196
2021-07-17,store_003,5849.74,0,small,80000,1,5,7,3,197
2021-07-18,store_003,5783.38,0,small,80000,1,6,7,3,198
2021-07-19,store_003,4549.91,0,small,80000,0,0,7,3,199
2021-07-20,store_003,5470.82,0,small,80000,0,1,7,3,200
2021-07-21,store_003,4841.61,0,small,80000,0,2,7,3,201
2021-07-22,store_003,4157.9,0,small,80000,0,3,7,3,202
2021-07-23,store_003,4707.24,0,small,80000,0,4,7,3,203
2021-07-24,store_003,5912.83,0,small,80000,1,5,7,3,204
2021-07-25,store_003,5163.43,0,small,80000,1,6,7,3,205
2021-07-26,store_003,5057.56,0,small,80000,0,0,7,3,206
2021-07-27,store_003,4723.49,0,small,80000,0,1,7,3,207
2021-07-28,store_003,3475.33,0,small,80000,0,2,7,3,208
2021-07-29,store_003,4662.74,0,small,80000,0,3,7,3,209
2021-07-30,store_003,4332.24,0,small,80000,0,4,7,3,210
2021-07-31,store_003,5695.08,0,small,80000,1,5,7,3,211
2021-08-01,store_003,5899.64,0,small,80000,1,6,8,3,212
2021-08-02,store_003,4567.77,0,small,80000,0,0,8,3,213
2021-08-03,store_003,5212.44,0,small,80000,0,1,8,3,214
2021-08-04,store_003,4376.61,0,small,80000,0,2,8,3,215
2021-08-05,store_003,4721.7,0,small,80000,0,3,8,3,216
2021-08-06,store_003,4788.44,0,small,80000,0,4,8,3,217
2021-08-07,store_003,5251.53,0,small,80000,1,5,8,3,218
2021-08-08,store_003,5699.96,0,small,80000,1,6,8,3,219
2021-08-09,store_003,4132.85,0,small,80000,0,0,8,3,220
2021-08-10,store_003,4196.31,0,small,80000,0,1,8,3,221
2021-08-11,store_003,3795.28,0,small,80000,0,2,8,3,222
2021-08-12,store_003,4460.95,0,small,80000,0,3,8,3,223
2021-08-13,store_003,4484.09,0,small,80000,0,4,8,3,224
2021-08-14,store_003,5808.49,0,small,80000,1,5,8,3,225
2021-08-15,store_003,9456.69,1,small,80000,1,6,8,3,226
2021-08-16,store_003,7552.7,1,small,80000,0,0,8,3,227
2021-08-17,store_003,8818.29,1,small,80000,0,1,8,3,228
2021-08-18,store_003,7989.51,1,small,80000,0,2,8,3,229
2021-08-19,store_003,6924.78,1,small,80000,0,3,8,3,230
2021-08-20,store_003,7566.8,1,small,80000,0,4,8,3,231
2021-08-21,store_003,9136.95,1,small,80000,1,5,8,3,232
2021-08-22,store_003,8351.43,1,small,80000,1,6,8,3,233
2021-08-23,store_003,8035.1,1,small,80000,0,0,8,3,234
2021-08-24,store_003,6920.98,1,small,80000,0,1,8,3,235
2021-08-25,store_003,7883.58,1,small,80000,0,2,8,3,236
2021-08-26,store_003,6479.34,1,small,80000,0,3,8,3,237
2021-08-27,store_003,8516.1,1,small,80000,0,4,8,3,238
2021-08-28,store_003,10447.58,1,small,80000,1,5,8,3,239
2021-08-29,store_003,7745.47,1,small,80000,1,6,8,3,240
2021-08-30,store_003,7741.21,1,small,80000,0,0,8,3,241
2021-08-31,store_003,7543.06,1,small,80000,0,1,8,3,242
2021-09-01,store_003,3405.44,0,small,80000,0,2,9,3,243
2021-09-02,store_003,4476.83,0,small,80000,0,3,9,3,244
2021-09-03,store_003,3703.17,0,small,80000,0,4,9,3,245
2021-09-04,store_003,4376.98,0,small,80000,1,5,9,3,246
2021-09-05,store_003,4783.73,0,small,80000,1,6,9,3,247
2021-09-06,store_003,4192.7,0,small,80000,0,0,9,3,248
2021-09-07,store_003,4070.75,0,small,80000,0,1,9,3,249
2021-09-08,store_003,3695.08,0,small,80000,0,2,9,3,250
2021-09-09,store_003,3776.64,0,small,80000,0,3,9,3,251
2021-09-10,store_003,3515.26,0,small,80000,0,4,9,3,252
2021-09-11,store_003,4634.64,0,small,80000,1,5,9,3,253
2021-09-12,store_003,5233.01,0,small,80000,1,6,9,3,254
2021-09-13,store_003,3922.49,0,small,80000,0,0,9,3,255
2021-09-14,store_003,4246.94,0,small,80000,0,1,9,3,256
2021-09-15,store_003,4464.81,0,small,80000,0,2,9,3,257
2021-09-16,store_003,3655.94,0,small,80000,0,3,9,3,258
2021-09-17,store_003,3798.98,0,small,80000,0,4,9,3,259
2021-09-18,store_003,5634.96,0,small,80000,1,5,9,3,260
2021-09-19,store_003,5280.59,0,small,80000,1,6,9,3,261
2021-09-20,store_003,3191.3,0,small,80000,0,0,9,3,262
2021-09-21,store_003,3967.21,0,small,80000,0,1,9,3,263
2021-09-22,store_003,3806.8,0,small,80000,0,2,9,3,264
2021-09-23,store_003,4107.46,0,small,80000,0,3,9,3,265
2021-09-24,store_003,3499.63,0,small,80000,0,4,9,3,266
2021-09-25,store_003,4142.89,0,small,80000,1,5,9,3,267
2021-09-26,store_003,4203.0,0,small,80000,1,6,9,3,268
2021-09-27,store_003,3530.04,0,small,80000,0,0,9,3,269
2021-09-28,store_003,4036.29,0,small,80000,0,1,9,3,270
2021-09-29,store_003,3280.55,0,small,80000,0,2,9,3,271
2021-09-30,store_003,3477.14,0,small,80000,0,3,9,3,272
2021-10-01,store_003,3034.93,0,small,80000,0,4,10,4,273
2021-10-02,store_003,4866.65,0,small,80000,1,5,10,4,274
2021-10-03,store_003,4967.68,0,small,80000,1,6,10,4,275
2021-10-04,store_003,3541.69,0,small,80000,0,0,10,4,276
2021-10-05,store_003,3541.38,0,small,80000,0,1,10,4,277
2021-10-06,store_003,3803.88,0,small,80000,0,2,10,4,278
2021-10-07,store_003,4162.85,0,small,80000,0,3,10,4,279
2021-10-08,store_003,3764.82,0,small,80000,0,4,10,4,280
2021-10-09,store_003,4025.68,0,small,80000,1,5,10,4,281
2021-10-10,store_003,3616.33,0,small,80000,1,6,10,4,282
2021-10-11,store_003,3185.45,0,small,80000,0,0,10,4,283
2021-10-12,store_003,3601.14,0,small,80000,0,1,10,4,284
2021-10-13,store_003,3331.23,0,small,80000,0,2,10,4,285
2021-10-14,store_003,3624.19,0,small,80000,0,3,10,4,286
2021-10-15,store_003,3349.07,0,small,80000,0,4,10,4,287
2021-10-16,store_003,3793.63,0,small,80000,1,5,10,4,288
2021-10-17,store_003,3733.19,0,small,80000,1,6,10,4,289
2021-10-18,store_003,4066.18,0,small,80000,0,0,10,4,290
2021-10-19,store_003,3819.46,0,small,80000,0,1,10,4,291
2021-10-20,store_003,4104.18,0,small,80000,0,2,10,4,292
2021-10-21,store_003,3678.44,0,small,80000,0,3,10,4,293
2021-10-22,store_003,3331.75,0,small,80000,0,4,10,4,294
2021-10-23,store_003,4719.24,0,small,80000,1,5,10,4,295
2021-10-24,store_003,4144.17,0,small,80000,1,6,10,4,296
2021-10-25,store_003,3533.31,0,small,80000,0,0,10,4,297
2021-10-26,store_003,3434.42,0,small,80000,0,1,10,4,298
2021-10-27,store_003,2427.41,0,small,80000,0,2,10,4,299
2021-10-28,store_003,3985.37,0,small,80000,0,3,10,4,300
2021-10-29,store_003,3595.37,0,small,80000,0,4,10,4,301
2021-10-30,store_003,4239.53,0,small,80000,1,5,10,4,302
2021-10-31,store_003,4070.77,0,small,80000,1,6,10,4,303
2021-11-01,store_003,3462.54,0,small,80000,0,0,11,4,304
2021-11-02,store_003,3197.43,0,small,80000,0,1,11,4,305
2021-11-03,store_003,3603.72,0,small,80000,0,2,11,4,306
2021-11-04,store_003,2945.63,0,small,80000,0,3,11,4,307
2021-11-05,store_003,3445.82,0,small,80000,0,4,11,4,308
2021-11-06,store_003,4280.51,0,small,80000,1,5,11,4,309
2021-11-07,store_003,3966.24,0,small,80000,1,6,11,4,310
2021-11-08,store_003,3492.08,0,small,80000,0,0,11,4,311
2021-11-09,store_003,3029.1,0,small,80000,0,1,11,4,312
2021-11-10,store_003,3033.57,0,small,80000,0,2,11,4,313
2021-11-11,store_003,3432.95,0,small,80000,0,3,11,4,314
2021-11-12,store_003,3576.76,0,small,80000,0,4,11,4,315
2021-11-13,store_003,3262.04,0,small,80000,1,5,11,4,316
2021-11-14,store_003,4219.76,0,small,80000,1,6,11,4,317
2021-11-15,store_003,3157.27,0,small,80000,0,0,11,4,318
2021-11-16,store_003,3271.17,0,small,80000,0,1,11,4,319
2021-11-17,store_003,2886.16,0,small,80000,0,2,11,4,320
2021-11-18,store_003,3046.31,0,small,80000,0,3,11,4,321
2021-11-19,store_003,3648.93,0,small,80000,0,4,11,4,322
2021-11-20,store_003,4003.43,0,small,80000,1,5,11,4,323
2021-11-21,store_003,3835.33,0,small,80000,1,6,11,4,324
2021-11-22,store_003,6230.8,1,small,80000,0,0,11,4,325
2021-11-23,store_003,6076.56,1,small,80000,0,1,11,4,326
2021-11-24,store_003,6951.75,1,small,80000,0,2,11,4,327
2021-11-25,store_003,6142.8,1,small,80000,0,3,11,4,328
2021-11-26,store_003,6383.5,1,small,80000,0,4,11,4,329
2021-11-27,store_003,8268.72,1,small,80000,1,5,11,4,330
2021-11-28,store_003,6024.38,1,small,80000,1,6,11,4,331
2021-11-29,store_003,3083.89,0,small,80000,0,0,11,4,332
2021-11-30,store_003,3640.45,0,small,80000,0,1,11,4,333
2021-12-01,store_003,2794.3,0,small,80000,0,2,12,4,334
2021-12-02,store_003,3448.9,0,small,80000,0,3,12,4,335
2021-12-03,store_003,3439.22,0,small,80000,0,4,12,4,336
2021-12-04,store_003,4447.37,0,small,80000,1,5,12,4,337
2021-12-05,store_003,4057.79,0,small,80000,1,6,12,4,338
2021-12-06,store_003,2876.92,0,small,80000,0,0,12,4,339
2021-12-07,store_003,3006.26,0,small,80000,0,1,12,4,340
2021-12-08,store_003,2934.17,0,small,80000,0,2,12,4,341
2021-12-09,store_003,3150.79,0,small,80000,0,3,12,4,342
2021-12-10,store_003,3271.65,0,small,80000,0,4,12,4,343
2021-12-11,store_003,3536.16,0,small,80000,1,5,12,4,344
2021-12-12,store_003,4595.67,0,small,80000,1,6,12,4,345
2021-12-13,store_003,2899.2,0,small,80000,0,0,12,4,346
2021-12-14,store_003,3796.16,0,small,80000,0,1,12,4,347
2021-12-15,store_003,7003.7,1,small,80000,0,2,12,4,348
2021-12-16,store_003,6002.95,1,small,80000,0,3,12,4,349
2021-12-17,store_003,6127.31,1,small,80000,0,4,12,4,350
2021-12-18,store_003,6937.67,1,small,80000,1,5,12,4,351
2021-12-19,store_003,5099.91,1,small,80000,1,6,12,4,352
2021-12-20,store_003,6357.18,1,small,80000,0,0,12,4,353
2021-12-21,store_003,5843.69,1,small,80000,0,1,12,4,354
2021-12-22,store_003,7451.97,1,small,80000,0,2,12,4,355
2021-12-23,store_003,5912.99,1,small,80000,0,3,12,4,356
2021-12-24,store_003,6738.46,1,small,80000,0,4,12,4,357
2021-12-25,store_003,8429.4,1,small,80000,1,5,12,4,358
2021-12-26,store_003,7500.68,1,small,80000,1,6,12,4,359
2021-12-27,store_003,6040.48,1,small,80000,0,0,12,4,360
2021-12-28,store_003,6680.99,1,small,80000,0,1,12,4,361
2021-12-29,store_003,5577.79,1,small,80000,0,2,12,4,362
2021-12-30,store_003,6739.11,1,small,80000,0,3,12,4,363
2021-12-31,store_003,6875.57,1,small,80000,0,4,12,4,364
2022-01-01,store_003,3993.91,0,small,80000,1,5,1,1,365
2022-01-02,store_003,4227.63,0,small,80000,1,6,1,1,366
2022-01-03,store_003,2298.29,0,small,80000,0,0,1,1,367
2022-01-04,store_003,3321.47,0,small,80000,0,1,1,1,368
2022-01-05,store_003,3752.82,0,small,80000,0,2,1,1,369
2022-01-06,store_003,3358.88,0,small,80000,0,3,1,1,370
2022-01-07,store_003,3340.99,0,small,80000,0,4,1,1,371
2022-01-08,store_003,3777.22,0,small,80000,1,5,1,1,372
2022-01-09,store_003,4651.83,0,small,80000,1,6,1,1,373
2022-01-10,store_003,3726.41,0,small,80000,0,0,1,1,374
2022-01-11,store_003,3834.87,0,small,80000,0,1,1,1,375
2022-01-12,store_003,2939.24,0,small,80000,0,2,1,1,376
2022-01-13,store_003,3505.49,0,small,80000,0,3,1,1,377
2022-01-14,store_003,3472.93,0,small,80000,0,4,1,1,378
2022-01-15,store_003,4179.6,0,small,80000,1,5,1,1,379
2022-01-16,store_003,4047.41,0,small,80000,1,6,1,1,380
2022-01-17,store_003,3480.37,0,small,80000,0,0,1,1,381
2022-01-18,store_003,3923.44,0,small,80000,0,1,1,1,382
2022-01-19,store_003,2933.54,0,small,80000,0,2,1,1,383
2022-01-20,store_003,4285.51,0,small,80000,0,3,1,1,384
2022-01-21,store_003,3826.95,0,small,80000,0,4,1,1,385
2022-01-22,store_003,4375.83,0,small,80000,1,5,1,1,386
2022-01-23,store_003,4808.44,0,small,80000,1,6,1,1,387
2022-01-24,store_003,3150.74,0,small,80000,0,0,1,1,388
2022-01-25,store_003,3452.21,0,small,80000,0,1,1,1,389
2022-01-26,store_003,3665.37,0,small,80000,0,2,1,1,390
2022-01-27,store_003,4231.08,0,small,80000,0,3,1,1,391
2022-01-28,store_003,3717.91,0,small,80000,0,4,1,1,392
2022-01-29,store_003,4699.98,0,small,80000,1,5,1,1,393
2022-01-30,store_003,4246.87,0,small,80000,1,6,1,1,394
2022-01-31,store_003,3957.45,0,small,80000,0,0,1,1,395
2022-02-01,store_003,4421.93,0,small,80000,0,1,2,1,396
2022-02-02,store_003,4178.27,0,small,80000,0,2,2,1,397
2022-02-03,store_003,3782.2,0,small,80000,0,3,2,1,398
